ファイル名,カセットNo,薬品コード,薬品名称,現在量,警告量,前回登録日,カセットNo_OK,薬品コード_OK,現在量_OK,警告量_OK,前回登録日_OK,前回登録日_dt
cut_part_6.jpg,1-191,477,ｶﾙﾊﾞﾏｾﾞﾋﾟﾝ錠 100mg「ｱﾒﾙ」,409,0,2025/6/2,TRUE,TRUE,TRUE,TRUE,TRUE,2025/6/2
cut_part_6.jpg,1-123,478,ｶﾙﾊﾞﾏｾﾞﾋﾟﾝ錠 200mg「ｱﾒﾙ」,35,0,2025/5/2,TRUE,TRUE,TRUE,TRUE,TRUE,2025/5/2
cut_part_7.jpg,1-109,2578,ｶﾙﾍﾞｼﾞﾛｰﾙ錠 10mg「サワイ」,364,0,2025/9/11,TRUE,TRUE,TRUE,TRUE,TRUE,2025/9/11
cut_part_7.jpg,1-187,2580,ｶﾙﾍﾞｼﾞﾛｰﾙ錠 2.5mg「サワイ」,192,20,2025/10/2,TRUE,TRUE,TRUE,TRUE,TRUE,2025/10/2
cut_part_7.jpg,1-124,482,ｶﾙﾎﾞｼｽﾃｲﾝ錠250mg,747,30,2025/10/1,TRUE,TRUE,TRUE,TRUE,TRUE,2025/10/1
cut_part_7.jpg,1-125,489,ｶﾛﾅｰﾙ錠 200mg,247,20,2025/9/1,TRUE,TRUE,TRUE,TRUE,TRUE,2025/9/1
cut_part_7.jpg,1-025,490,ｶﾛﾅｰﾙ錠500mg,165,0,2025/10/2,TRUE,TRUE,TRUE,TRUE,TRUE,2025/10/2
cut_part_7.jpg,1-237,2644,ｶﾝﾃﾞｻﾙﾀﾝOD錠 8mg「サワイ」,129,20,2025/10/2,TRUE,TRUE,TRUE,TRUE,TRUE,2025/10/2
cut_part_7.jpg,1-060,3035,ｶﾞﾗﾝﾀﾐﾝOD錠 4mg「アメル」,104,0,2025/10/2,TRUE,TRUE,TRUE,TRUE,TRUE,2025/10/2
cut_part_7.jpg,1-015,2432,ｸｴﾁｱﾋﾟﾝ錠 100mg「アメル」,244,20,2025/10/2,TRUE,TRUE,TRUE,TRUE,TRUE,2025/10/2
cut_part_8.jpg,1-054,2433,ｸｴﾁｱﾋﾟﾝ錠 200mg「アメル」,55,20,2025/9/1,TRUE,TRUE,TRUE,TRUE,TRUE,2025/9/1
cut_part_8.jpg,1-043,2431,ｸｴﾁｱﾋﾟﾝ錠 25mg「アメル」,345,20,2025/10/2,TRUE,TRUE,TRUE,TRUE,TRUE,2025/10/2
cut_part_8.jpg,1-089,2279,ｸｴﾝ酸第一鉄Na錠50mg「サワイ」,308,20,2025/10/2,TRUE,TRUE,TRUE,TRUE,TRUE,2025/10/2
gpt4.1mini,100%,100%,100%,100%,_,_,input_12373,output_2143,total_14516,8raw_cut,_,_
