ファイル名,カセットNo,薬品コード,薬品名称,現在量,警告量,前回登録日,カセットNo_OK,薬品コード_OK,現在量_OK,警告量_OK,前回登録日_OK,前回登録日_dt
information_1_4.jpg,1-191,000477,カルバマゼピン錠 100mg「アメル」,409,0,2025/06/02,True,True,True,True,True,2025-06-02
information_1_4.jpg,1-123,000478,カルバマゼピン錠 200mg「アメル」,35,0,2025/05/02,True,True,True,True,True,2025-05-02
information_1_4.jpg,1-109,002578,カルベジロール錠 10mg 「サワイ」,364,0,2025/09/11,True,True,True,True,True,2025-09-11
information_1_4.jpg,1-187,002580,カルベジロール錠 2.5mg 「サワイ」,192,20,2025/10/02,True,True,True,True,True,2025-10-02
information_1_4.jpg,1-124,000482,カルボシステイン錠250mg,747,30,2025/10/01,True,True,True,True,True,2025-10-01
information_1_4.jpg,1-125,000489,カロナール錠 200mg,247,20,2025/09/01,True,True,True,True,True,2025-09-01
information_1_4.jpg,1-025,000490,カロナール錠500mg,165,0,2025/10/02,True,True,True,True,True,2025-10-02
information_1_4.jpg,1-237,002644,カンデサルタンOD錠 8mg「サワイ」,129,20,2025/10/02,True,True,True,True,True,2025-10-02
information_1_4.jpg,1-060,003035,ガランタミンOD錠 4mg「アメル」,104,0,2025/10/02,True,True,True,True,True,2025-10-02
information_1_4.jpg,1-015,002432,クエチアピン錠 100mg「アメル」,244,20,2025/10/02,True,True,True,True,True,2025-10-02
information_1_4.jpg,1-054,002433,クエチアピン錠 200mg「アメル」,55,20,2025/09/01,True,True,True,True,True,2025-09-01
information_1_4.jpg,1-043,002431,クエチアピン錠 25mg「アメル」,345,20,2025/10/02,True,True,True,True,True,2025-10-02
information_1_4.jpg,1-089,002279,クエン酸第一鉄Na錠50mg「サワイ」,308,20,2025/10/02,True,True,True,True,True,2025-10-02
information_2_1.jpg,1-091,002688,クロピドグレル錠 25mg「トーワ」,58,0,2025/09/02,True,True,True,True,True,2025-09-02
information_2_1.jpg,1-085,002689,クロピドグレル錠 75mg「トーワ」,116,0,2025/10/02,True,True,True,True,True,2025-10-02
information_2_1.jpg,1-011,000597,コントミン糖衣錠 100mg,0,20,2025/09/02,True,True,True,True,True,2025-09-02
information_2_1.jpg,1-103,000598,コントミン糖衣錠 12.5mg,3,0,2024/11/11,True,True,True,True,True,2024-11-11
information_2_1.jpg,1-105,000599,コントミン糖衣錠 25mg,1,0,2025/09/17,True,True,True,True,True,2025-09-17
information_2_1.jpg,1-086,002702,シルニジピン錠 10mg「サワイ」,5,0,2025/08/04,True,True,True,True,True,2025-08-04
information_2_1.jpg,1-235,002282,シロスタゾールOD錠 100mg「トーワ」,100,20,2025/09/02,True,True,True,True,True,2025-09-02
information_2_1.jpg,1-066,002913,シロドシンOD錠 4mg「ケミファ」,153,0,2025/09/17,True,True,True,True,True,2025-09-17
information_2_1.jpg,1-012,000669,ジゴシン錠 0.125mg,70,20,2025/09/02,True,True,True,True,True,2025-09-02
information_2_2.jpg,1-170,002500,ジルチアセム塩酸塩Rカプセル100mg,2,0,2025/09/17,True,True,True,True,True,2025-09-17
information_2_2.jpg,1-013,003029,セレコキシブ錠 100mg「ニプロ」,122,30,2025/10/04,True,True,True,True,True,2025-10-04
information_2_2.jpg,1-093,002171,タケキャブ錠 20mg,35,30,2025/09/09,True,True,True,True,True,2025-09-09
information_2_2.jpg,1-092,003084,タムスロシン塩酸塩OD錠0.2mg「トーワ」,123,0,2025/10/02,True,True,True,True,True,2025-10-02
information_2_2.jpg,1-166,003333,タリージOD錠 5mg,412,20,2025/10/06,True,True,True,True,True,2025-10-06
information_2_3.jpg,1-101,002275,ダイフェン配合錠,294,30,2025/10/02,True,True,True,True,True,2025-10-02
information_2_3.jpg,1-016,000920,チラーヂソS錠 50μg,138,30,2025/10/02,True,True,True,True,True,2025-10-02
information_2_3.jpg,1-220,002917,テオフィリン徐放錠 100mg「サワイ」,127,20,2025/09/02,True,True,True,True,True,2025-09-02
information_2_3.jpg,1-128,003189,テルミサルタン錠 40mg「トーワ」,207,20,2025/10/02,True,True,True,True,True,2025-10-02
information_2_3.jpg,1-144,000985,デパケンR錠 200mg,226,30,2025/09/13,True,True,True,True,True,2025-09-13
information_2_3.jpg,1-024,002458,トラゾドン塩酸塩錠 50mg「アメル」,109,0,2025/09/02,True,True,True,True,True,2025-09-02
information_2_3.jpg,1-136,002785,トラネキサム酸カプセル250mg「トーワ」,242,0,2025/10/02,True,True,True,True,True,2025-10-02
information_2_3.jpg,1-156,003537,トリクロルメチアジド 2mg「NIG」,46,0,2025/06/17,True,True,True,True,True,2025-06-17
information_2_3.jpg,1-077,002379,ドキサゾシン錠 1mg「テバ」,90,0,2025/08/01,True,True,True,True,True,2025-08-01
information_2_3.jpg,1-236,002291,ドパコール配合錠L 100,422,100,2025/08/06,True,True,True,True,True,2025-08-06
information_2_3.jpg,1-228,003599,ドパコール配合錠L 50,152,0,2025/10/02,True,True,True,True,True,2025-10-02
information_2_3.jpg,1-147,001071,ニコランジル錠 5mg「トーワ」,215,20,2025/10/02,True,True,True,True,True,2025-10-02
information_2_3.jpg,1-127,002383,ニセルゴリン錠 5mg「トーワ」,43,0,2025/04/14,True,True,True,True,True,2025-04-14
information_2_3.jpg,1-007,002256,ニフェジピンCR錠 20mg「トーワ」,51,20,2025/08/04,True,True,True,True,True,2025-08-04
information_2_3.jpg,1-023,002258,ニフェジピンCR錠 40mg「トーワ」,162,0,2025/10/02,True,True,True,True,True,2025-10-02
information_2_4.jpg,1-186,001124,ノイロトロピン錠 4単位,284,20,2025/10/02,True,True,True,True,True,2025-10-02
information_2_4.jpg,1-014,003056,ハロペリドール錠 3mg「アメル」,38,20,2025/06/11,True,True,True,True,True,2025-06-11
information_2_4.jpg,1-149,001146,バイアスピリン錠 100mg,172,100,2025/10/01,True,True,True,True,True,2025-10-01
information_2_4.jpg,1-202,001227,ビオスリー配合錠,160,0,2025/10/02,True,True,True,True,True,2025-10-02
information_2_4.jpg,1-095,002510,ビソプロロールフマル酸塩錠 0.625mg,252,20,2025/09/17,True,True,True,True,True,2025-09-17
information_2_4.jpg,1-096,002512,ビソプロロールフマル酸塩錠 2.5mg,340,30,2025/10/02,True,True,True,True,True,2025-10-02
information_2_4.jpg,1-057,002575,ビムパット錠 100mg,136,20,2025/10/02,True,True,True,True,True,2025-10-02
information_2_4.jpg,1-231,003085,ピタバスタチンCa・OD錠 1mg「トーワ」,164,150,2025/09/30,True,True,True,True,True,2025-09-30
information_2_4.jpg,1-167,001276,ファモチジンD錠 10mg「EMEC」,39,20,2025/10/02,True,True,True,True,True,2025-10-02
information_2_4.jpg,1-168,001277,ファモチジンD錠 20mg「EMEC」,75,20,2025/10/02,True,True,True,True,True,2025-10-02
information_2_4.jpg,1-097,003256,フェブキソスタット錠 10mg「トーワ」,248,0,2025/10/02,True,True,True,True,True,2025-10-02
information_2_4.jpg,1-098,003257,フェブキソスタット錠 20mg「トーワ」,138,0,2025/10/02,True,True,True,True,True,2025-10-02
information_2_4.jpg,1-084,001310,フォリアミン錠 5mg,34,0,2025/09/07,True,True,True,True,True,2025-09-07
information_2_4.jpg,1-229,003288,フルコナゾールカプセル 50mg「F」,2,0,2025/08/28,True,True,True,True,True,2025-08-28
information_2_4.jpg,1-227,002774,フロセミド錠 20mg「NP」,112,20,2025/10/02,True,True,True,True,True,2025-10-02
information_2_5.jpg,1-154,001333,プラバスタチンNa錠 10mg「ケミファ」,161,10,2025/10/02,True,True,True,True,True,2025-10-02
information_2_5.jpg,1-133,002425,プランルカストカプセル 112.5mg「サワイ」,39,0,2025/06/11,True,True,True,True,True,2025-06-11
information_2_5.jpg,1-135,003102,プレガバリンOD錠 25mg「サワイ」,110,20,2025/10/02,True,True,True,True,True,2025-10-02
information_2_5.jpg,1-134,003103,プレガバリンOD錠 75mg「サワイ」,350,20,2025/10/02,True,True,True,True,True,2025-10-02
information_2_5.jpg,1-194,001368,プレドニゾロン錠 1mg,263,30,2025/10/02,True,True,True,True,True,2025-10-02
information_2_5.jpg,1-157,001367,プレドニゾロン錠 5mg「タケダ」,486,100,2025/10/05,True,True,True,True,True,2025-10-05
information_2_5.jpg,1-129,002869,ベオーバ錠 50mg,194,0,2025/10/02,True,True,True,True,True,2025-10-02
information_2_5.jpg,1-165,002819,ベタヒスチンメシル酸塩錠 6mg「トーワ」,83,20,2025/10/04,True,True,True,True,True,2025-10-04
information_2_5.jpg,1-010,002381,ベニジピン塩酸塩錠4mg「サワイ」,112,20,2025/10/04,True,True,True,True,True,2025-10-04
information_2_5.jpg,1-018,002440,ベラプロストNa錠 20μg「NIG」,55,0,2025/05/01,True,True,True,True,True,2025-05-01
information_2_5.jpg,1-169,002400,ポラプレジンクOD錠 75mg「サワイ」,200,20,2025/10/02,True,True,True,True,True,2025-10-02
information_2_5.jpg,1-099,001605,ミヤBM錠,66,0,2025/09/10,True,True,True,True,True,2025-09-10
information_2_5.jpg,1-053,003269,ミルタザピン錠 15mg「明治」,382,20,2025/10/02,True,True,True,True,True,2025-10-02
information_3_1.jpg,1-164,001637,メジコン錠 15mg,28,20,2025/10/08,True,True,True,True,True,2025-10-08
information_3_1.jpg,1-163,001644,メチコバール錠 500μg,360,20,2025/10/28,True,True,True,True,True,2025-10-28
information_3_1.jpg,1-122,002522,モサプリドクエン酸塩錠5mg「日医工」,147,20,2025/10/02,True,True,True,True,True,2025-10-02
information_3_1.jpg,1-201,001681,ユベラNカプセル 100mg,127,0,2025/10/02,True,True,True,True,True,2025-10-02
information_3_2.jpg,1-151,002330,ラベプラゾールNa塩錠10mg「明治」,95,20,2025/10/30,True,True,True,True,True,2025-10-30
information_3_2.jpg,1-215,003286,ラメルテオン錠 8mg「武田テバ」,46,0,2025/10/09,True,True,True,True,True,2025-10-09
information_3_2.jpg,1-203,002187,ランソプラゾールOD錠15mg「トーワ」,298,200,2025/10/29,True,True,True,True,True,2025-10-29
information_3_3.jpg,1-233,002188,ランソプラゾールOD錠30mg「トーワ」,6,20,2025/09/02,True,True,True,True,True,2025-09-02
information_3_4.jpg,1-222,001716,リオナ錠 250mg,10,20,2025/10/29,True,True,True,True,True,2025-10-29
information_3_4.jpg,1-094,002730,リクシアナOD錠 30mg,53,20,2025/09/01,True,True,True,True,True,2025-09-01
information_3_5.jpg,1-033,002465,リスペリドンOD錠 1mg「トーワ」,151,0,2025/09/01,True,True,True,True,True,2025-09-01
information_3_5.jpg,1-065,002467,リスペリドンOD錠 2mg「トーワ」,17,20,2025/10/10,True,True,True,True,True,2025-10-10
information_3_5.jpg,1-178,001751,リボトリール錠 0.5mg,495,20,2025/10/29,True,True,True,True,True,2025-10-29
information_3_6.jpg,1-180,002263,リマプロストアルファデクス錠 5μg,148,0,2025/10/09,True,True,True,True,True,2025-10-09
information_3_6.jpg,1-173,001780,ルプラック錠 8mg,24,0,2025/02/26,True,True,True,True,True,2025-02-26
information_3_6.jpg,1-197,001783,レキソタン錠 2mg,28,0,2024/06/19,True,True,True,True,True,2024-06-19
information_3_6.jpg,1-179,001784,レキソタン錠 5mg,4,0,2024/06/19,True,True,True,True,True,2024-06-19
information_3_6.jpg,1-181,003144,レバミピド錠 100mg「オーツカ」,236,20,2025/09/01,True,True,True,True,True,2025-09-01
information_3_6.jpg,1-234,003201,レベチラセタム錠 500mg「日医工」,22,20,2025/10/15,True,True,True,True,True,2025-10-15
information_3_6.jpg,1-171,001810,レボトミン錠 25mg,38,0,2025/02/26,True,True,True,True,True,2025-02-26
information_3_7.jpg,1-199,001812,レボトミン錠 5mg,2,0,2025/10/29,True,True,True,True,True,2025-10-29
information_3_7.jpg,1-182,001830,ロキソプロフェンNa錠60mg「トーワ」,223,20,2025/09/01,True,True,True,True,True,2025-09-01
information_3_7.jpg,1-148,003168,ロサルタンK錠 50mg「DSEP」,42,20,2025/09/02,True,True,True,True,True,2025-09-02
information_3_7.jpg,1-230,003622,ロスバスタチン錠 2.5mg「トーワ」,238,0,2025/10/29,True,True,True,True,True,2025-10-29
information_3_7.jpg,1-162,002506,ロフラゼプ酸エチル錠 1mg「トーワ」,4,0,2025/08/05,True,True,True,True,True,2025-08-05
information_3_7.jpg,1-184,001850,ロラゼパム錠 0.5mg「サワイ」,15,20,2025/10/11,True,True,True,True,True,2025-10-11
information_3_7.jpg,1-200,001855,ワーファリン錠 1mg,167,20,2025/09/02,True,True,True,True,True,2025-09-02
