ファイル名,カセットNo,薬品コード,薬品名称,現在量,警告量,前回登録日,カセットNo_OK,薬品コード_OK,現在量_OK,警告量_OK,前回登録日_OK,前回登録日_dt
kasetto.jpg,1-113,000042,ｱｽﾄﾐﾝ錠 10mg,12,0,2025/04/11,True,True,True,True,True,2025-04-11
kasetto.jpg,1-114,000047,ｱｽﾊﾞｰCA錠 200mg,23,0,2024/07/31,True,True,True,True,True,2024-07-31
kasetto.jpg,1-078,002389,ｱｿﾞｾﾄﾝ錠 30mg「JG」,335,30,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-185,003145,ｱﾄﾙﾊﾞｽﾀﾁﾝ錠 10mg「NP」,239,20,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-115,000073,ｱﾄﾞﾅ錠 30mg,89,0,2025/09/02,True,True,True,True,True,2025-09-02
kasetto.jpg,1-034,000112,ｱﾑﾛｼﾞﾋﾞﾝOD錠 2.5mg「ﾄｰﾜ」,158,20,2025/09/01,True,True,True,True,True,2025-09-01
kasetto.jpg,1-031,000113,ｱﾑﾛｼﾞﾋﾞﾝOD錠 5mg「ﾄｰﾜ」,310,200,2025/10/01,True,True,True,True,True,2025-10-01
kasetto.jpg,1-070,000124,ｱﾘﾅﾐﾝF糖衣錠 25mg,200,0,2025/09/01,True,True,True,True,True,2025-09-01
kasetto.jpg,1-116,000132,ｱﾙｹﾞﾄﾝA錠 25mg,281,20,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-055,002657,ｱﾙﾌｧｶﾙﾄﾞﾝ錠 0.25μｇ「ｱﾒﾙ」,168,20,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-117,000170,ｱﾛﾌﾟﾘﾉｰﾙ錠 100mg「ﾆﾌﾟﾛ」,52,0,2025/09/02,True,True,True,True,True,2025-09-02
kasetto.jpg,1-161,002402,ｱﾝﾌﾞﾛｷｿｰﾙ塩酸塩錠15mg「ﾄｰﾜ」,164,20,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-131,002392,ｲﾐﾀﾞﾌﾟﾘﾙ塩酸塩錠5mg「ﾄｰﾜ」,10,20,2025/07/27,True,True,True,True,True,2025-07-27
kasetto.jpg,1-118,002374,ｳﾙﾃﾞｨｵｷｼｺｰﾙ酸錠 100mg「ﾄｰﾜ」,385,20,2025/07/15,True,True,True,True,True,2025-07-15
kasetto.jpg,1-030,003423,ｴｽﾝﾀﾌﾞﾛ錠 10mg「ﾄｰﾜ」,77,0,2025/09/02,True,True,True,True,True,2025-09-02
kasetto.jpg,1-219,003027,ｴｾﾁﾁｼﾞﾝ錠 10mg「YD」,218,20,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-189,000311,ｴﾁﾞﾗﾑ錠0.5mg,62,20,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-119,000312,ｴﾁﾞﾗﾑ錠1mg,17,0,2025/09/17,True,True,True,True,True,2025-09-17
kasetto.jpg,1-017,000326,ｴﾋﾞﾘﾌｧｲ錠 12mg,31,0,2025/08/19,True,True,True,True,True,2025-08-19
kasetto.jpg,1-009,000327,ｴﾋﾞﾘﾌｧｲ錠 6mg,105,20,2025/10/04,True,True,True,True,True,2025-10-04
kasetto.jpg,1-079,002423,ｴﾋﾟﾅｽﾁﾝ塩酸塩錠 20mg「ﾄｰﾜ」,3,0,2025/09/15,True,True,True,True,True,2025-09-15
kasetto.jpg,1-087,000332,ｴﾌｨｴﾝﾄ錠 3.75mg,153,0,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-082,000336,ｴﾌﾞﾗﾝﾁﾙｶﾌﾟｾﾙ 15mg,232,0,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-088,000342,ｴﾘｷｭｰｽ錠2.5mg,165,20,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-028,003207,ｴﾙﾃﾞｶﾙｼﾄｰﾙｶﾌﾟｾﾙ0.5μｇ「ｻﾜｲ」,96,0,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-217,003096,ｴﾝﾚｽﾄ錠 100mg,268,20,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-221,003282,ｴﾝﾚｽﾄ錠 200mg,173,20,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-067,002626,ｵﾗﾝｻﾞﾋﾟﾝOD錠 10mg「ﾄｰﾜ」,62,10,2025/09/01,True,True,True,True,True,2025-09-01
kasetto.jpg,1-068,002624,ｵﾗﾝｻﾞﾋﾟﾝOD錠 5mg「ﾄｰﾜ」,183,10,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-056,002841,ｵﾙｹﾞﾃﾞｨｱ錠 1mg,127,0,2025/09/02,True,True,True,True,True,2025-09-02
kasetto.jpg,1-100,002747,ｵﾙﾒｻﾙﾀﾝOD錠 20mg「ﾄｰﾜ」,163,30,2025/09/03,True,True,True,True,True,2025-09-03
kasetto.jpg,1-191,000477,ｶﾙﾊﾞﾏｾﾋﾟﾝ錠 100mg「ｱﾒﾙ」,409,0,2025/06/02,True,True,True,True,True,2025-06-02
kasetto.jpg,1-123,000478,ｶﾙﾊﾞﾏｾﾋﾟﾝ錠 200mg「ｱﾒﾙ」,35,0,2025/05/02,True,True,True,True,True,2025-05-02
kasetto.jpg,1-109,002578,ｶﾙﾍﾟﾝﾛｰﾙ錠 10mg「ｻﾜｲ」,364,0,2025/09/11,True,True,True,True,True,2025-09-11
kasetto.jpg,1-187,002580,ｶﾙﾍﾟﾝﾛｰﾙ錠 2.5mg「ｻﾜｲ」,192,20,2025/10/02,True,True,True,True,True,2025-10-02
kasetto.jpg,1-124,000482,ｶﾙﾎﾞｼｽﾃｲﾝ錠250mg,747,,None,True,True,True,True,True,
gpt4.1mini,86.0%,86.0%,63.2%,86.0%,_,_,input_2616,output_2000,total_4616,no_cut,8行欠損,_
